,ID,Gender,Age,Education,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Income(k$),Expenditure
136,137,Female,41,3.0,home-duties,QLD,married,3.533333333,Q2,3.4,3.0,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,73.0,7.0
137,138,Female,45,1.0,home-duties,SA,separated or divorced,4.233333333,Q4,4.066666667,3.5,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,73.0,73.0
138,139,Female,49,1.0,sales,WA,living with a partner,3.666666667,Q2,3.466666667,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,74.0,10.0
139,140,Female,23,7.0,professional,WA,living with a partner,2.8,Q1,2.266666667,1.966666667,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,74.0,72.0
140,141,Male,58,7.0,small business owner,NSW,separated or divorced,3.466666667,Q2,3.333333333,2.3,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,75.0,5.0
141,142,Female,61,1.0,home-duties,QLD,married,4.033333333,Q3,3.6,3.689655172,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,75.0,93.0
142,143,Female,40,4.0,professional,VIC,living with a partner,4.1,Q3,3.133333333,3.947368421,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,76.0,40.0
143,144,Female,33,2.0,unemployed,NSW,married,5.0,Q4,2.533333333,3.633333333,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,76.0,87.0
144,145,Male,59,1.0,retired,QLD,married,3.1,Q1,2.933333333,2.833333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,77.0,12.0
145,146,Male,54,7.0,manager or administrator,VIC,married,4.3,Q4,4.133333333,3.260869565,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,77.0,97.0
146,147,Male,27,7.0,manager or administrator,Tas,single,2.7,Q1,2.266666667,3.260869565,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,77.0,36.0
147,148,Male,41,8.0,sales,VIC,married,3.133333333,Q1,3.066666667,2.366666667,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,77.0,74.0
148,149,Female,32,7.0,home-duties,NSW,married,3.633333333,Q2,4.066666667,2.68,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,78.0,22.0
149,150,Female,41,8.0,professional,VIC,single,4.166666667,Q3,4.666666667,4.19047619,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,78.0,90.0
150,151,Male,50,7.0,Clerical or service worker,NSW,married,4.133333333,Q3,3.533333333,2.875,yes,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,78.0,17.0
151,152,Male,21,7.0,sales,VIC,single,3.8,Q2,3.8,2.275862069,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,78.0,88.0
152,153,Male,45,6.0,transport worker,QLD,married,4.033333333,Q3,3.666666667,2.695652174,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,78.0,20.0
153,154,Male,71,1.0,retired,Tas,living with a partner,3.8,Q2,3.0,2.5,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,78.0,76.0
154,155,Male,37,8.0,professional,NSW,married,3.966666667,Q3,3.866666667,4.19047619,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,78.0,16.0
155,156,Female,40,2.0,Clerical or service worker,NSW,married,3.333333333,Q1,3.866666667,2.214285714,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,78.0,89.0
156,157,Female,46,4.0,small business owner,NSW,married,3.266666667,Q1,3.533333333,2.684210526,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,78.0,1.0
157,158,Female,55,2.0,Clerical or service worker,QLD,married,3.7,Q2,4.2,4.071428571,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,78.0,78.0
158,159,Male,60,2.0,retired,VIC,married,3.6,Q2,4.133333333,3.344827586,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,78.0,1.0
159,160,Male,37,1.0,professional,VIC,,2.433333333,Q1,3.133333333,2.2,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,78.0,73.0
160,161,Male,56,8.0,Clerical or service worker,WA,married,4.033333333,Q3,4.266666667,3.666666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,79.0,35.0
161,162,Female,56,6.0,Clerical or service worker,QLD,married,4.4,Q4,4.466666667,3.433333333,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,79.0,83.0
162,163,Female,36,1.0,Clerical or service worker,VIC,living with a partner,4.266666667,Q4,4.066666667,3.857142857,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,81.0,5.0
163,164,Female,36,6.0,professional,NSW,separated or divorced,3.633333333,Q2,3.6,3.25,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,81.0,93.0
164,165,Male,52,2.0,small business owner,NSW,married,3.666666667,Q2,3.333333333,1.933333333,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,85.0,26.0
165,166,Female,63,6.0,sales,QLD,separated or divorced,4.233333333,Q4,3.466666667,3.038461538,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,85.0,75.0
166,167,Female,58,1.0,Clerical or service worker,VIC,separated or divorced,4.0,Q3,4.333333333,2.466666667,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,86.0,20.0
167,168,Male,62,3.0,transport worker,QLD,married,4.333333333,Q4,4.866666667,3.482758621,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,86.0,95.0
168,169,Female,59,2.0,home-duties,NSW,separated or divorced,3.3,Q1,4.266666667,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,87.0,27.0
169,170,Female,38,2.0,home-duties,VIC,separated or divorced,4.4,Q4,4.133333333,4.466666667,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,87.0,63.0
170,171,Female,42,1.0,home-duties,QLD,married,4.133333333,Q3,3.4,4.4,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,87.0,13.0
171,172,Male,39,4.0,professional,NSW,single,4.966666667,Q4,4.266666667,2.818181818,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,87.0,75.0
172,173,Female,58,8.0,manager or administrator,QLD,separated or divorced,4.3,Q4,4.266666667,2.586206897,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,87.0,10.0
173,174,Male,46,8.0,manager or administrator,NSW,married,4.0,Q3,4.066666667,2.62962963,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,87.0,92.0
174,175,Male,55,7.0,professional,WA,separated or divorced,4.366666667,Q4,4.466666667,3.166666667,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,88.0,13.0
175,176,Male,36,8.0,unemployed,WA,living with a partner,1.0,Q1,3.8,2.117647059,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,88.0,86.0
176,177,Male,60,8.0,manager or administrator,NSW,married,4.333333333,Q4,3.733333333,2.931034483,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,88.0,15.0
177,178,Female,41,6.0,home-duties,NSW,married,4.0,Q3,3.4,4.545454545,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,88.0,69.0
178,179,Female,41,1.0,home-duties,QLD,married,4.066666667,Q3,4.066666667,3.533333333,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,93.0,14.0
179,180,Female,36,3.0,Clerical or service worker,QLD,married,4.233333333,Q4,3.933333333,3.481481481,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,93.0,90.0
180,181,Female,55,2.0,retired,QLD,separated or divorced,4.6,Q4,4.2,3.851851852,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,97.0,32.0
181,182,Male,21,7.0,unemployed,NSW,single,3.333333333,Q1,2.333333333,2.260869565,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,97.0,86.0
182,183,Female,44,6.0,manager or administrator,WA,single,3.8,Q2,3.666666667,3.625,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,98.0,15.0
183,184,Female,55,8.0,home-duties,NSW,married,3.3,Q1,3.066666667,2.633333333,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,98.0,88.0
184,185,Female,61,8.0,professional,VIC,married,3.633333333,Q2,4.266666667,3.444444444,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,99.0,39.0
185,186,Female,38,7.0,Clerical or service worker,NSW,married,3.933333333,Q3,4.733333333,3.3,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,99.0,97.0
186,187,Female,61,7.0,professional,NSW,single,4.466666667,Q4,3.4,3.75,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,101.0,24.0
187,188,Male,64,8.0,professional,QLD,married,3.733333333,Q2,2.666666667,2.866666667,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,101.0,68.0
188,189,Female,59,2.0,,NSW,married,4.3,Q4,3.666666667,3.142857143,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,103.0,17.0
189,190,Female,38,1.0,labourer,VIC,married,3.5,Q2,4.4,3.0,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,103.0,85.0
190,191,Male,21,7.0,professional,NSW,single,3.8,Q2,3.6,3.076923077,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,103.0,23.0
191,192,Female,60,4.0,professional,SA,married,3.5,Q2,3.533333333,2.583333333,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,103.0,69.0
192,193,Female,58,3.0,home-duties,VIC,married,3.9,Q3,3.6,3.25,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,113.0,8.0
193,194,Female,74,1.0,sales,NSW,married,2.666666667,Q1,3.733333333,1.933333333,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,113.0,91.0
194,195,Female,58,1.0,retired,VIC,single,3.933333333,Q3,4.333333333,2.761904762,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,120.0,16.0
195,196,Male,45,2.0,manager or administrator,VIC,married,3.566666667,Q2,3.266666667,2.766666667,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,120.0,79.0
196,197,Female,39,3.0,manager or administrator,NSW,married,3.7,Q2,2.866666667,3.0,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,126.0,28.0
197,198,Male,57,3.0,Clerical or service worker,NSW,married,2.566666667,Q1,2.266666667,1.75862069,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,126.0,74.0
198,199,Female,39,7.0,manager or administrator,NSW,single,4.766666667,Q4,4.533333333,4.533333333,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,137.0,18.0
199,200,Female,84,2.0,Clerical or service worker,VIC,married,3.133333333,Q1,3.0,2.944444444,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,137.0,83.0
200,201,Male,27,7.0,professional,NSW,married,4.433333333,Q4,3.933333333,3.727272727,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
201,202,Male,47,3.0,,NSW,married,3.633333333,Q2,3.066666667,2.068965517,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
202,203,Female,24,3.0,home-duties,VIC,married,4.433333333,Q4,3.333333333,1.931034483,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
203,204,Female,60,4.0,home-duties,VIC,single,4.433333333,Q4,3.333333333,3.0,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,,
204,205,Male,21,2.0,manager or administrator,NSW,single,3.533333333,Q2,3.466666667,2.2,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
205,206,Male,55,6.0,retired,NSW,married,3.833333333,Q3,4.066666667,3.583333333,no,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
206,207,Male,23,6.0,manager or administrator,NSW,single,3.033333333,Q1,3.733333333,1.966666667,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,,
207,208,Female,61,1.0,home-duties,QLD,married,3.766666667,Q2,3.466666667,2.857142857,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
208,209,Male,60,1.0,small business owner,QLD,married,3.933333333,Q3,3.4,3.4,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
209,210,Female,55,1.0,home-duties,QLD,married,3.966666667,Q3,4.133333333,3.055555556,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,,
210,211,Male,29,7.0,professional,NSW,single,3.4,Q2,3.266666667,2.47826087,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,,
211,212,Male,59,8.0,retired,WA,living with a partner,4.233333333,Q4,5.0,3.833333333,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,,
212,213,Female,49,6.0,Clerical or service worker,WA,married,3.733333333,Q2,3.6,2.692307692,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,,
213,214,Male,22,6.0,professional,SA,living with a partner,3.1,Q1,2.533333333,2.233333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,,
214,215,Female,61,8.0,Clerical or service worker,VIC,single,2.733333333,Q1,2.933333333,2.318181818,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,,
215,216,Female,40,2.0,manager or administrator,NSW,married,3.366666667,Q1,3.266666667,1.965517241,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
216,217,Male,52,2.0,transport worker,SA,separated or divorced,4.033333333,Q3,4.2,3.666666667,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,,
217,218,Female,27,8.0,professional,NSW,married,3.866666667,Q3,3.133333333,3.0,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
218,219,Male,56,7.0,professional,NSW,married,2.0,Q1,3.0,2.4,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
219,220,Female,43,7.0,manager or administrator,NSW,living with a partner,3.533333333,Q2,3.066666667,,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
220,221,Male,41,7.0,professional,NSW,married,3.5,Q2,3.4,2.730769231,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,,
221,222,Male,29,7.0,professional,NSW,single,3.066666667,Q1,4.2,2.545454545,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,,
222,223,Female,25,6.0,tradesperson,VIC,single,4.8,Q4,3.466666667,3.233333333,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,,
223,224,Male,35,8.0,manager or administrator,QLD,married,4.233333333,Q4,3.8,2.291666667,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
224,225,Female,59,1.0,,VIC,married,4.233333333,Q4,3.733333333,3.571428571,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,,
225,226,Male,27,3.0,Clerical or service worker,VIC,single,4.0,Q3,3.066666667,2.966666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
226,227,Male,42,6.0,professional,SA,married,4.766666667,Q4,3.2,4.2,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,,
227,228,Female,63,3.0,retired,WA,separated or divorced,3.166666667,Q1,4.066666667,3.045454545,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,,
228,229,Male,47,7.0,manager or administrator,NSW,living with a partner,2.7,Q1,2.733333333,3.103448276,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,,
229,230,Female,26,1.0,home-duties,VIC,married,3.866666667,Q3,3.733333333,2.636363636,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,,
230,231,Male,50,3.0,small business owner,VIC,single,3.4,Q2,3.066666667,2.9375,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,,
231,232,Male,31,3.0,manager or administrator,ACT,living with a partner,2.966666667,Q1,4.2,2.733333333,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
232,233,Female,60,1.0,retired,NSW,married,3.533333333,Q2,3.066666667,3.411764706,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
233,234,Female,36,3.0,,QLD,married,3.2,Q1,3.133333333,2.260869565,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
234,235,Male,22,7.0,professional,NSW,single,3.666666667,Q2,4.0,3.04,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
235,236,Male,59,7.0,small business owner,VIC,married,3.533333333,Q2,2.6,3.296296296,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,,
236,237,Female,31,7.0,professional,NSW,married,2.533333333,Q1,2.733333333,2.1,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,yes,,
237,238,Male,37,7.0,labourer,QLD,married,3.333333333,Q1,2.466666667,2.266666667,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,,
238,239,Female,42,1.0,home-duties,WA,married,3.666666667,Q2,3.6,3.0,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,
239,240,Male,33,7.0,professional,NSW,married,4.366666667,Q4,3.133333333,3.666666667,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,
240,241,Male,39,4.0,manager or administrator,VIC,married,3.433333333,Q2,4.2,2.62962963,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,,
241,242,Male,31,7.0,Clerical or service worker,SA,separated or divorced,4.6,Q4,4.133333333,4.1,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,,
242,243,Female,59,2.0,,NSW,married,3.433333333,Q2,2.133333333,2.45,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,,
243,244,Male,57,7.0,manager or administrator,NSW,separated or divorced,4.966666667,Q4,4.666666667,2.5,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,,
244,245,Male,41,6.0,tradesperson,QLD,single,3.433333333,Q2,4.2,2.033333333,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,,
245,246,Male,43,6.0,manager or administrator,WA,married,3.4,Q2,3.8,3.0,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,,
246,247,Male,33,3.0,labourer,SA,single,3.566666667,Q2,3.933333333,3.24,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,,
247,248,Male,23,6.0,sales,VIC,single,3.733333333,Q2,4.0,3.0,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,,
248,249,Male,53,6.0,Clerical or service worker,VIC,married,3.933333333,Q3,4.4,2.666666667,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,,
249,250,Female,65,3.0,retired,NSW,married,4.433333333,Q4,4.133333333,3.636363636,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,no,yes,,
250,251,Male,48,3.0,home-duties,VIC,married,3.333333333,Q1,3.333333333,1.793103448,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,,
251,252,Female,63,3.0,retired,VIC,married,4.433333333,Q4,3.666666667,3.722222222,yes,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,,
252,253,Female,36,7.0,professional,VIC,married,4.066666667,Q3,4.133333333,2.185185185,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,,
253,254,Female,51,8.0,small business owner,WA,married,3.966666667,Q3,3.6,3.538461538,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,,
254,255,Male,58,7.0,professional,NSW,married,4.7,Q4,3.2,3.3,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
255,256,Female,53,4.0,Clerical or service worker,QLD,separated or divorced,4.266666667,Q4,4.466666667,3.619047619,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
256,257,Male,66,4.0,retired,WA,married,3.666666667,Q2,2.666666667,3.037037037,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,,
257,258,Male,74,4.0,tradesperson,SA,married,2.933333333,Q1,3.466666667,1.9,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
258,259,Female,38,3.0,professional,NSW,living with a partner,4.366666667,Q4,4.0,2.966666667,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,,
259,260,Male,34,7.0,professional,VIC,married,4.733333333,Q4,3.466666667,3.772727273,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,,
260,261,Male,58,4.0,manager or administrator,NSW,married,3.0,Q1,3.133333333,2.966666667,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
261,262,Female,40,4.0,small business owner,QLD,married,3.2,Q1,3.933333333,2.233333333,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,,
262,263,Female,55,4.0,,NSW,widowed,3.866666667,Q3,4.2,4.235294118,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,,
263,264,Male,30,4.0,manager or administrator,QLD,living with a partner,4.166666667,Q3,3.8,2.666666667,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,,
264,265,Male,42,2.0,professional,NSW,married,3.366666667,Q1,4.133333333,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
265,266,Male,58,3.0,professional,NSW,single,4.466666667,Q4,4.533333333,3.391304348,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
266,267,Male,35,3.0,manager or administrator,QLD,single,4.266666667,Q4,3.466666667,2.666666667,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
267,268,Female,58,1.0,Clerical or service worker,QLD,married,4.333333333,Q4,4.0,4.1,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,,
268,269,Female,70,2.0,professional,VIC,living with a partner,3.933333333,Q3,3.066666667,4.5,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,
269,270,Female,60,7.0,manager or administrator,QLD,married,4.533333333,Q4,4.2,4.714285714,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
270,271,Female,32,7.0,professional,ACT,single,4.266666667,Q4,3.733333333,3.045454545,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
271,272,Male,20,1.0,Clerical or service worker,QLD,single,4.5,Q4,4.133333333,3.6,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,,
272,273,Male,22,6.0,sales,NSW,single,2.9,Q1,3.666666667,2.863636364,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,,
273,274,Male,56,7.0,sales,VIC,married,4.1,Q3,2.0,3.692307692,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
274,275,Male,62,6.0,tradesperson,VIC,married,4.0,Q3,3.2,2.966666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
275,276,Female,55,2.0,Clerical or service worker,NSW,married,3.433333333,Q2,3.733333333,2.103448276,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,,
276,277,Male,61,8.0,professional,VIC,married,2.533333333,Q1,3.8,2.68,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,,
277,278,Male,56,7.0,manager or administrator,Tas,married,4.166666667,Q3,2.8,2.766666667,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,,
